id;short_description;nom;id_manufacturer;categorie;gencod;upc;minimal_quantity;prix_final;prix_unite;unite;reference;weight;feature[0];feature[1];feature[2];feature[3];feature[4];filename;etat;;;;
16412;Sauce Napolitaine-Le bocal 195g;Sauce Napolitaine;2478;6948;3,26E+12;;1;11.339100;1.889850;6;328021;3.600000;;;;;;;;;;;
16413;Pulpe de tomate-400g;Pulpe de tomate;2478;6948;3,26E+12;;1;9.852300;1.642050;6;330209;3.600000;;;;;;;;;;;
16414;Vinaigre de cidre-Le flacon 500ml;Vinaigre de cidre;2478;6948;3,26E+12;;1;14.030100;2.338350;6;330480;3.600000;;;;;;;;;;;
16415;Confiture de fraise-Le bocal 370g;Confiture de fraise;2478;6948;3,26E+12;;1;15.024600;2.504100;6;328047;3.600000;;;;;;;;;;;
16416;Confiture d'orange-Le bocal 370g;Confiture d'orange;2478;6948;3,26E+12;;1;38.062800;3.171900;12;526780;11.400000;;;;;;;;;;;
16417;Confiture de Myrtilles-Le bocal 370g;Confiture de Myrtilles;2478;6948;3,26E+12;;1;16.653600;2.775600;6;547323;9.200000;;;;;;;;;;;
16418;Confiture de framboise-Le bocal 370g;Confiture de framboise;2478;6948;3,26E+12;;1;15.669000;2.611500;6;547307;9.200000;;;;;;;;;;;
16419;Ratatouille Bio-Le bocal 650g;Ratatouille Bio;2478;6948;3,26E+12;;1;14.020200;2.336700;6;547281;9.200000;;;;;;;;;;;
16420;Pur jus d'orange Bio-Le bocal 1L;Pur jus d'orange Bio;985;6271;3,03E+12;;1;11.367900;1.894650;6;519488;2.200000;;;;;;;;;;;
16421;Pur jus multivitamines Bio-Le bocal 1L;Pur jus multivitamines Bio;985;6271;3,03E+12;;1;10.486800;1.747800;6;519504;2.200000;;;;;;;;;;;
16422;Pur jus de raisin Bio-Le bocal 1L;Pur jus de raisin Bio;985;6271;3,03E+12;;1;8.407500;1.681500;5;1743;1.800000;;;;;;;;;;;
16424;Boule complète;Boule complète;985;6271;3,03E+12;;1;8.407500;1.681500;5;1768;1.800000;;;;;;;;;;;
16425;Boule froment;Boule froment;985;6271;3,03E+12;;1;53.883900;2.993550;18;660548;2.922000;;;;;;;;;;;
16426;Grands toasts au pavot sans croûte;Grands toasts au pavot sans croûte;985;6271;3,03E+12;;1;7.171200;1.195200;6;690149;2.250000;;;;;;;;;;;
16427;Grands toasts briochés pour foie gras sans croûte;Grands toasts briochés pour foie gras sans croûte;2593;6271;3,58E+12;;1;9.511200;1.585200;6;514562;1.800000;;;;;;;;;;;
16428;Mini pain d'épice Abricots/Noisettes;Mini pain d'épice Abricots/Noisettes;2593;6271;3,58E+12;;1;9.511200;1.585200;6;514521;1.800000;;;;;;;;;;;
16429;Pain de mie sans croûte Carrément Mie;Pain de mie sans croûte Carrément Mie;2593;6271;3,58E+12;;1;9.511200;1.585200;6;514505;1.800000;;;;;;;;;;;
16432;Yaourt de brebis brassé à la confiture de cerises noires;Yaourt de brebis brassé à la confiture de cerises noires;2593;6271;3,58E+12;;1;9.511200;1.585200;6;514547;1.800000;;;;;;;;;;;
16433;Yaourt de brebis brassé citron et confiture de myrtilles;Yaourt de brebis brassé citron et confiture de myrtilles;1171;6271;3,33E+12;;1;10.894200;2.723550;4;518167;1.200000;;;;;;;;;;;
16434;Yaourt de brebis brassé miel et confiture de figues;Yaourt de brebis brassé miel et confiture de figues;1036;6271;3,02E+12;;1;9.018600;2.254650;4;797282;4.000000;;;;;;;;;;;
16435;Yaourt de brebis brassé Vanille et crème de marrons;Yaourt de brebis brassé Vanille et crème de marrons;2594;6271;3,27E+12;;1;19.610100;3.268350;6;515700;1.800000;;;;;;;;;;;
16436;Yaourts nature sucré Panier de fruits;Yaourts nature sucré Panier de fruits;957;6271;8,43E+12;;1;15.826800;1.978350;8;515049;1.000000;;;;;;;;;;;
16437;Secret de mousse chocolat au lait La Laitière;Secret de mousse chocolat au lait La Laitière;957;6271;8,43E+12;;1;15.826800;1.978350;8;515064;1.000000;;;;;;;;;;;
16438;Camembert au lait cru A.O.P;Camembert au lait cru A.O.P;957;6271;8,43E+12;;1;11.772000;1.471500;8;918961;1.000000;;;;;;;;;;;
16439;Chiffonade jambon italien;Chiffonade jambon italien;935;6271;3,28E+12;;1;9.593400;2.398350;4;518266;0.500000;;;;;;;;;;;
16440;Chiffonade jambon Serrano;Chiffonade jambon Serrano;935;6271;3,28E+12;;1;9.593400;2.398350;4;518241;0.500000;;;;;;;;;;;
16441;Chiffonade saucisson;Chiffonade saucisson;0;2;8,43E+12;;1;14.905200;1.863150;8;930883;1.000000;;;;;;;;;;;
16442;Terrine  Saumon/Courgettes;Terrine  Saumon/Courgettes;2736;2;8,43E+12;;1;11.506800;1.438350;8;919407;1.000000;;;;;;;;;;;
16443;Terrine Thon aux poivrons;Terrine Thon aux poivrons;2595;6271;3,06E+12;;1;18.756900;3.126150;6;518308;3.000000;;;;;;;;;;;
16445;Assiette Tapas Jambon Chorizo Saucisson;Assiette Tapas Jambon Chorizo Saucisson;2600;6271;3,58E+12;;1;28.626000;2.862600;10;518902;1.900000;;;;;;;;;;;
16446;Bi Pack Chorizo Saicisson;Bi Pack Chorizo Saicisson;2600;6271;3,58E+12;;1;32.509500;3.250950;10;518209;3.000000;;;;;;;;;;;
16449;Baby carottes;Baby carottes;2600;6271;3,58E+12;;1;32.509500;3.250950;10;518225;3.000000;;;;;;;;;;;
16450;Barquette crèpes Fraiches chocilat;Barquette crèpes Fraiches chocilat;2600;6271;3,58E+12;;1;31.404000;3.140400;10;518860;3.150000;;;;;;;;;;;
16451;Barquette crèpes Fraiches rhum;Barquette crèpes Fraiches rhum;2600;6271;3,58E+12;;1;34.041000;3.404100;10;518886;2.100000;;;;;;;;;;;
16452;Barquette crèpes Fraiches Grand Marnier;Barquette crèpes Fraiches Grand Marnier;1006;6271;3,28E+12;;1;10.145700;1.690950;6;519165;1.440000;;;;;;;;;;;
16453;Barquette crèpes Fraiches Nature;Barquette crèpes Fraiches Nature;1006;6271;3,28E+12;;1;10.145700;1.690950;6;519140;1.440000;;;;;;;;;;;
16454;Barquette crèpes Fraiches caramel;Barquette crèpes Fraiches caramel;0;6271;3,76E+12;;1;13.774500;2.295750;6;979625;0.750000;;;;;;;;;;;
16455;Houmous olives vertes;Houmous olives vertes;2596;6271;3,11E+12;;1;117.558000;14.694750;8;958504;2.000000;;;;;;;;;;;
16456;Houmous Piquant;Houmous Piquant;2596;6271;3,11E+12;;1;176.319000;14.693250;12;959940;2.000000;;;;;;;;;;;
16458;Tartine de poulet;Tartine de poulet;2596;6271;966861;;1;47.881650;47.881650;1;966861;0.950000;;;;;;;;;;;
16459;Bloc de Foie-Gras mi-cuit de canard au porto;Bloc de Foie-Gras mi-cuit de canard au porto;2596;6271;3,11E+12;;1;278.308800;23.192400;12;518662;6.000000;;;;;;;;;;;
16460;Bloc de Foie-Gras d'oie;Bloc de Foie-Gras d'oie;2596;6271;966846;;1;58.749300;58.749300;1;966846;1.000000;;;;;;;;;;;
16461;Bloc de foie gras de canard 30% morceaux;Bloc de foie gras de canard 30% morceaux;2596;6271;3,11E+12;;1;184.522500;30.753750;6;564120;1.200000;;;;;;;;;;;
16462;Foie gras de canard entier entier;Foie gras de canard entier entier;0;6271;967141;;1;32.360400;2.696700;12;967141;2.000000;;;;;;;;;;;
16463;Foie gras de canard entier;Foie gras de canard entier;976;6271;3,18E+12;;1;13.900800;3.475200;4;518282;0.900000;;;;;;;;;;;
16464;Foie gras de canard au torchon;Foie gras de canard au torchon;2597;6271;3,37E+12;;1;11.014200;2.753550;4;515080;1.000000;;;;;;;;;;;
16465;Bouchée Ris de veau;Bouchée Ris de veau;2598;6271;3,76E+12;;1;23.863500;3.977250;6;520528;2.950000;;;;;;;;;;;
16466;Pané de Bœuf;Pané de Bœuf;2598;6271;3,76E+12;;1;23.863500;3.977250;6;520502;2.950000;;;;;;;;;;;
16468;Soufflés au fromage;Soufflés au fromage;1010;2;5,41E+12;;1;25.975800;4.329300;6;962480;6.440000;;;;;;;;;;;
16470;Cup Soupe Potiron lait de coco & citronnelle;Cup Soupe Potiron lait de coco & citronnelle;1010;2;5,41E+12;;1;25.975800;4.329300;6;987065;6.440000;;;;;;;;;;;
16471;Cup Soupe Carotte Miel et gingembre;Cup Soupe Carotte Miel et gingembre;0;6271;2,67E+12;;1;22.491450;22.491450;1;834184;2.400000;;;;;;;;;;;
16473;Soupe chaude Carottes;Soupe chaude Carottes;944;6271;3,18E+12;;1;15.290100;2.548000;6;550368;1.400000;;;;;;;;;;;
16475;Soupe chaude Petits Pois;Soupe chaude Petits Pois;0;6271;3,61E+12;;1;30.441600;3.805200;8;518324;3.200000;;;;;;;;;;;
16476;Côtes d'agneau x6;Côtes d'agneau x6;976;2;3,18E+12;;1;12.877800;3.219450;4;519561;0.800000;;;;;;;;;;;
16477;Boudin blanc à l'ancienne;Boudin blanc à l'ancienne;976;6271;3,18E+12;;1;17.532000;4.383000;4;519546;0.800000;;;;;;;;;;;
16478;Saucisse aux oignons;Saucisse aux oignons;976;6271;3,18E+12;;1;23.304600;3.884100;6;519520;1.100000;;;;;;;;;;;
16479;Haché sauce poivre;Haché sauce poivre;946;6271;3,27E+12;;1;46.580400;7.763400;6;878306;7.000000;;;;;;;;;;;
16480;Rumsteck sauce échalotte;Rumsteck sauce échalotte;965;6271;3,27E+12;;1;33.336900;5.556150;6;852780;2.700000;;;;;;;;;;;
16481;Le Toast Burger;Le Toast Burger;961;6271;3,23E+12;;1;29.323200;7.330800;4;860080;5.600000;;;;;;;;;;;
16482;Plateau mixte de Canard;Plateau mixte de Canard;961;6271;3,23E+12;;1;33.981300;5.663550;6;518829;2.400000;;;;;;;;;;;
16483;Cuisses de Poulet aux herbes de Provence;Cuisses de Poulet aux herbes de Provence;0;6271;3,16E+12;;1;14.011200;2.335200;6;519108;2.000000;;;;;;;;;;;
16484;Polulet certifié pleine saveur;Polulet certifié pleine saveur;0;6271;3,16E+12;;1;6.147900;1.024650;6;519124;1.200000;;;;;;;;;;;
16485;Roti de volaille cuit Forestière;Roti de volaille cuit Forestière;1000;6271;3,28E+12;;1;9.865200;2.466300;4;519207;0.920000;;;;;;;;;;;
16486;Dès de Hareng à la crème;Dès de Hareng à la crème;1000;6271;3,28E+12;;1;9.865200;2.466300;4;519181;0.920000;;;;;;;;;;;
16487;Filets de Hareng doux;Filets de Hareng doux;930;6271;3,03E+12;;1;107.668800;13.458600;8;569640;1.840000;;;;;;;;;;;
16488;Filets de Cabillaud prêts à cuire;Filets de Cabillaud prêts à cuire;930;6271;3,03E+12;;1;139.636800;11.636400;12;873828;2.700000;;;;;;;;;;;
16489;Filets de Colin prêts à cuire;Filets de Colin prêts à cuire;930;6271;3,03E+12;;1;29.320200;4.886700;6;944025;1.020000;;;;;;;;;;;
16490;Saumon fumé aromatisé;Saumon fumé aromatisé;930;6271;3,03E+12;;1;29.320200;4.886700;6;943944;1.020000;;;;;;;;;;;
16491;Saumon dfumé ecossais;Saumon dfumé ecossais;930;6271;3,03E+12;;1;29.320200;4.886700;6;943985;1.020000;;;;;;;;;;;
16492;Rillette Homard;Rillette Homard;1074;6271;3,16E+12;;1;18.057600;1.505000;12;CREE80;6.000000;;;;;;;;;;;
16493;Rillette Saumon Fumé;Rillette Saumon Fumé;1074;6271;3,45E+12;;1;10.944000;1.824000;6;DESE81;3.240000;;;;;;;;;;;
16494;Rillette Thon;Rillette Thon;1074;6271;3,45E+12;;1;10.944000;1.824000;6;DESE83;3.240000;;;;;;;;;;;
16495;Crème dessert vanille UHT ;Crème dessert vanille UHT ;1074;6271;3,45E+12;;1;10.944000;1.824000;6;DESE80;3.240000;;;;;;;;;;;
16496;Crème dessert chocolat UHT ;Crème dessert chocolat UHT ;1074;6271;3,16E+12;;1;18.057600;1.505000;12;CREE81;6.000000;;;;;;;;;;;
16497;Crème dessert café UHT ;Crème dessert café UHT ;1074;6271;3,45E+12;;1;10.944000;1.824000;6;DESE84;3.240000;;;;;;;;;;;
16498;Crème dessert praliné UHT ;Crème dessert praliné UHT ;1074;6271;3,16E+12;;1;18.057600;1.505000;12;CREE84;6.000000;;;;;;;;;;;
16499;Crème dessert caramel UHT ;Crème dessert caramel UHT ;1074;6271;3,45E+12;;1;10.944000;1.824000;6;DESE82;3.240000;;;;;;;;;;;
16500;Dessert lacté stérilisé UHT à la fraise 0,1% MG;Dessert lacté stérilisé UHT à la fraise 0.1% MG;1074;6271;3,16E+12;;1;18.057600;1.505000;12;CREE83;6.000000;;;;;;;;;;;
16501;Crème dessert café UHT ;Crème dessert café UHT ;1074;6271;3,45E+12;;1;10.944000;1.824000;6;DESE88;3.240000;;;;;;;;;;;
16502;Dessert lacté stérilisé UHT à l'abricot;Dessert lacté stérilisé UHT à l'abricot;1074;6271;3,45E+12;;1;10.944000;1.824000;6;DESE90;3.240000;;;;;;;;;;;
16503;Crème dessert praliné UHT ;Crème dessert praliné UHT ;1074;6271;3,16E+12;;1;18.057600;1.505000;12;CREE82;6.000000;;;;;;;;;;;
16504;Dessert lacté stérilisé UHT Pèche/Passion;Dessert lacté stérilisé UHT Pèche/Passion;2599;6271;3,76E+12;;1;25.200000;1.050000;24;EU06653;11.520000;;;;;;;;;;;
16505;Dessert lacté stérilisé UHT à l'ananas;Dessert lacté stérilisé UHT à l'ananas;2599;6271;3,76E+12;;1;32.400000;1.350000;24;EU06671;11.520000;;;;;;;;;;;
16506;Crème dessert caramel UHT ;Crème dessert caramel UHT ;2599;6271;3,76E+12;;1;35.640000;1.485000;24;EU06672;11.520000;;;;;;;;;;;
16507;Flan crème caramel;Flan crème caramel;2599;6271;3,76E+12;;1;32.400000;1.350000;24;EU06673;11.520000;;;;;;;;;;;
16508;Crème dessert saveur chocolat;Crème dessert saveur chocolat;2599;6271;3,76E+12;;1;32.400000;1.350000;24;EU06674;11.520000;;;;;;;;;;;
16509;Crème dessert saveur vanille;Crème dessert saveur vanille;2599;6271;3,76E+12;;1;8.925000;8.925000;1;EU12567;1.200000;;;;;;;;;;;
16510;Crème dessert saveur pistache;Crème dessert saveur pistache;2599;6271;3,76E+12;;1;5.400000;0.270000;20;EU12050;2.400000;;;;;;;;;;;
16511;Crème dessert au caramel;Crème dessert au caramel;2599;6271;3,76E+12;;1;45.000000;3.750000;12;EU10931;14.400000;;;;;;;;;;;
16512;Lait dessert (4 flavors);Lait dessert (4 flavors);2599;6271;3,76E+12;;1;10.800000;0.900000;12;EU06753;14.400000;;;;;;;;;;;
16513;Dessert lacte (4 parfums);Dessert lacte (4 parfums);2599;6271;3,76E+12;;1;12.240000;1.020000;12;EU06754;14.400000;;;;;;;;;;;
16514;Crème de Normandie 35% MG;Crème de Normandie 35% MG;2599;6271;3,76E+12;;1;11.700000;0.975000;12;EU11047;14.400000;;;;;;;;;;;
16515;Lait demi écremé sterilisé;Lait demi écremé sterilisé;2599;6271;3,76E+12;;1;12.600000;1.050000;12;EU11048;14.400000;;;;;;;;;;;
16516;UHT Lait entier sterilisé;UHT Lait entier sterilisé;2599;6271;3,76E+12;;1;7.560000;0.630000;12;EU11049;7.200000;;;;;;;;;;;
16517;UHT lait demi écremé;UHT lait demi écremé;2599;6271;3,76E+12;;1;8.640000;0.720000;12;EU11050;7.200000;;;;;;;;;;;
16518;UHT Lait entier;UHT Lait entier;2599;6271;12319;;1;89.100000;22.275000;4;EU12319;14.400000;;;;;;;;;;;
16519;UHT lait demi écremé;UHT lait demi écremé;2599;6271;12327;;1;89.100000;22.275000;4;EU12327;14.400000;;;;;;;;;;;
16520;UHT Lait entier;UHT Lait entier;2599;6271;12331;;1;89.100000;22.275000;4;EU12331;14.400000;;;;;;;;;;;
16521;Mozzarella;Mozzarella;2599;6271;12348;;1;118.125000;23.625000;5;EU12348;18.000000;;;;;;;;;;;
16522;Edam;Edam;2599;6271;12590;;1;92.700000;23.175000;4;EU12590;14.400000;;;;;;;;;;;
16523;Gouda;Gouda;2599;6271;12606;;1;92.340000;15.390000;6;EU12606;13.680000;;;;;;;;;;;
16524;Emmental;Emmental;1829;6948;40883113;;1;27.833400;2.319450;12;532366;1.500000;;;;;;;;;;;
16525;Fromage cheddar;Fromage cheddar;1291;6948;40122274;;1;26.164800;2.180400;12;248500;13.200000;;;;;;;;;;;
16526;Edam boule de fromage;Edam boule de fromage;1302;6948;50157754;;1;12.214800;1.526850;8;268367;2.300000;;;;;;;;;;;
16527;Gel douche - Reload - AXE - Le flacon 250ml;Gel douche - Reload;1829;6948;96098622;;1;21.012300;3.502050;6;535922;0.600000;;;;;;;;;;;
16528;Cornichons aigre-doux à la paysanne - KUHNE - Le bocal 360g;Cornichons aigre-doux à la paysanne;1829;6948;96100547;;1;21.012300;3.502050;6;535989;0.600000;;;;;;;;;;;
16529;Sauce Barbecue flacon souple - HEINZ - Le flacon de 260 g;Sauce Barbecue flacon souple;1829;6948;96100554;;1;21.012300;3.502050;6;535948;0.600000;;;;;;;;;;;
16530;Déodorant Apollo compressé - AXE - le spray 100 ml;Déodorant Apollo compressé;1829;6948;96109670;;1;21.012300;3.502050;6;535963;1.600000;;;;;;;;;;;
16531;Déodorant Gold Tempptation compressé - AXE;Déodorant Gold Tempptation compressé;1818;6948;96106679;;1;16.171200;2.695200;6;547968;0.600000;;;;;;;;;;;
16532;Déodorant Black compressé - AXE;Déodorant Black compressé;1817;6948;96111307;;1;18.226800;3.037800;6;520601;0.600000;;;;;;;;;;;
16533;Déodorant Provocation compressé - AXE;Déodorant Provocation compressé;1817;6948;96129166;;1;18.226800;3.037800;6;520627;0.600000;;;;;;;;;;;
16534;Déodorant invisible Black & White - REXONA - le spray 100 ml;Déodorant invisible Black & White;1817;6948;96134696;;1;18.226800;3.037800;6;520643;0.600000;;;;;;;;;;;
16535;Déodorant talc soft - DOVE - le spray 100 ml;Déodorant talc soft;1328;6948;39047014589;;1;34.711200;2.892600;12;25783;3.000000;;;;;;;;;;;
16536;Déodorant coton soft - DOVE - le spray 100 ml;Déodorant coton soft;2602;6948;48415520584;;1;140.041800;23.340300;6;641662;8.600000;;;;;;;;;;;
16537;Déodorant pierre d'Alun - DOVE - le spray 100 ml;Déodorant pierre d'Alun;1742;6948;80432402979;;1;119.486700;19.914450;6;649640;8.000000;;;;;;;;;;;
16538;Shortbread boite festive - WALKERS - La boite de 350g;Shortbread boite festive;1389;6948;3,02E+12;;1;54.330750;3.622050;15;143123;9.300000;;;;;;;;;;;
16539;Whiskey 10 ans - PINE CREEK - La Bouteille 70cl;Whiskey 10 ans;2603;6948;87000000131;;1;84.985200;14.164200;6;649863;8.400000;;;;;;;;;;;
16540;Whisky 10 ans - GLEN GRANT - La bouteille 70cl;Whisky 10 ans;1235;6948;3,02E+12;;1;38.462400;1.602600;24;517649;4.200000;;;;;;;;;;;
16541;Pâte à tartiner noisettes et cacao Nutella - FERRERO - Le pot de 400 g;Pâte à tartiner noisettes et cacao Nutella;1228;2;3,02E+12;;1;64.155600;2.673150;24;520122;4.900000;;;;;;;;;;;
16542;Whisky 40° - CROWN ROYAL - La Bouteille 70cl;Whisky 40°;1235;6948;3,02E+12;;1;21.164400;1.763700;12;517664;1.700000;;;;;;;;;;;
16543;Sardines huile d'olive & piment - PARMENTIER - La boite de 95 g net égoutté;Sardines huile d'olive & piment;978;2;3,02E+12;;1;23.740500;3.391500;7;530360;2.600000;;;;;;;;;;;
16544;Miettes de thon - PETIT NAVIRE - La boite 1/5;Miettes de thon;1260;6948;3,02E+12;;1;17.336700;2.889450;6;547489;5.200000;;;;;;;;;;;
16545;Sardines grillées au poivron et au thym - PARMENTIER - Le Lot de 6 boites;Sardines grillées au poivron et au thym;1260;6948;3,02E+12;;1;18.866400;2.695200;7;538249;2.600000;;;;;;;;;;;
16546;Plat cuisiné pavé colin légumes riz - WEIGHT WATCHERS - La barquette de 300 g;Plat cuisiné pavé colin légumes riz;1260;6948;3,02E+12;;1;19.540500;2.791500;7;538264;2.600000;;;;;;;;;;;
16547;Sauce Bolognaise échalotte - ZAPETTI - Le lot de 2 bocaux 380g;Sauce Bolognaise échalotte;1445;6948;3,02E+12;;1;41.076900;6.846000;6;332940;7.200000;;;;;;;;;;;
16548;Chorizo Lentiles à l'Andalouse - ZAPETTI - La barquette de 300 g;Chorizo Lentiles à l'Andalouse;1215;6948;3,03E+12;;1;11.419200;1.427400;8;158428;2.000000;;;;;;;;;;;
16549;Porc Grillé Tex Mex - ZAPETTI - La barquette de 300 g;Porc Grillé Tex Mex;1036;6948;3,03E+12;;1;17.677800;2.946300;6;70128;2.400000;;;;;;;;;;;
16550;Compotes bio pomme nature Pom'Potes - MATERNE - Les 12 gourdes de 90 g;Compotes bio pomme nature Pom'Potes;1269;6948;3,04E+12;;1;27.914400;3.489300;8;207225;8.600000;;;;;;;;;;;
16551;Entremet flan framboise - ANCEL - La boite de 4 sachets;Entremet flan framboise;1269;6948;3,04E+12;;1;21.813600;2.726700;8;207209;8.600000;;;;;;;;;;;
16552;Cappuccino Nescafé Café Viennois - NESTLE - Les 8 sticks de 18g - 144g;Cappuccino Nescafé Café Viennois;1265;6948;3,04E+12;;1;24.876900;4.146150;6;206425;10.100000;;;;;;;;;;;
16553;Soupe à la paysanne carottes chou et lardons - LIEBIG - La brique 1L;Soupe à la paysanne carottes chou et lardons;1265;6948;3,04E+12;;1;16.938000;1.411500;12;278366;7.000000;;;;;;;;;;;
16554;Moulinée de carottes poireau Pomme de terre - LIEBIG - La brique 1L;Moulinée de carottes poireau Pomme de terre;1265;6948;3,04E+12;;1;20.689200;0.862050;24;278424;12.700000;;;;;;;;;;;
16555;Sauce tomate Spaghetto bolognaise - PANZANI - Le Lot de 2x500ml;Sauce tomate Spaghetto bolognaise;1265;6948;3,04E+12;;1;13.376400;1.672050;8;278382;5.600000;;;;;;;;;;;
16556;Sauce tomates ail/oignons - PANZANI - La brique de 500 g;Sauce tomates ail/oignons;1265;6948;3,04E+12;;1;16.957800;1.413150;12;278408;8.200000;;;;;;;;;;;
16557;Sauce Tomacouli nature - PANZANI - La brique de 505 g;Sauce Tomacouli nature;2147;6948;3,04E+12;;1;11.206800;1.867800;6;187500;6.500000;;;;;;;;;;;
16558;Sauce aux tomates fraîches - PANZANI - Les 3 boites de 190 g;Sauce aux tomates fraîches;1696;6948;3,04E+12;;1;16.785000;4.196250;4;653287;5.700000;;;;;;;;;;;
16559;Sauce provençale - PANZANI - Le bocal de 425g;Sauce provençale;1696;6948;3,04E+12;;1;16.785600;4.196400;4;756189;6.100000;;;;;;;;;;;
16560;Riz spécial dessert - VIVIEN PAILLE - Le paquet de 1 kg;Riz spécial dessert;1696;6948;3,04E+12;;1;29.687400;4.947900;6;652800;8.000000;;;;;;;;;;;
16561;Liqueur de violette 25° - MARIE BRIZARD - La Bouteille 50cl;Liqueur de violette 25°;1696;6948;3,04E+12;;1;29.685600;4.947600;6;535088;7.600000;;;;;;;;;;;
16562;Liqueur de pamplemousse rose 20° - MARIE BRIZARD - La Bouteille 50cl;Liqueur de pamplemousse rose 20°;1634;6948;3,04E+12;;1;218.797200;36.466200;6;535005;9.900000;;;;;;;;;;;
16563;Peppermint Mint's 23° - MARIE BRIZARD - La Bouteille 70cl;Peppermint Mint's 23°;2604;6948;3,05E+12;;1;19.126800;3.187800;6;529206;8.200000;;;;;;;;;;;
16564;White Mint's 23° - MARIE BRIZARD - La Bouteille 70cl;White Mint's 23°;0;6948;3,05E+12;;1;14.220000;2.370000;6;543223;8.100000;;;;;;;;;;;
16565;Champagne Cordon rouge - MUMM - La Bouteille 75cl;Champagne Cordon rouge;2605;6948;3,05E+12;;1;104.710500;17.451750;6;748020;10.000000;;;;;;;;;;;
16566;Minervois Rosé 2015 - RIVIERE - La Bouteille 75cl;Minervois Rosé 2015;2605;6948;3,05E+12;;1;75.190050;25.063350;3;644245;4.300000;;;;;;;;;;;
16567;Vin de pays Rosé Coteaux de Peyriac -  - La Bouteille 75cl;Vin de pays Rosé Coteaux de Peyriac;2605;6948;3,05E+12;;1;106.073550;35.357850;3;645101;4.300000;;;;;;;;;;;
16568;Whisky 10 ans d'âge Highland Single M - ABERLOUR - La bouteille de 70cl;Whisky 10 ans d'âge Highland Single M;1361;6948;3,05E+12;;1;13.604400;1.133700;12;110247;2.000000;;;;;;;;;;;
16569;Whisky 12 ans - ABERLOUR - La Bouteille 70cl;Whisky 12 ans;1724;6948;3,05E+12;;1;106.745400;17.790900;6;644286;10.800000;;;;;;;;;;;
16570;Whisky 16 ans d'âge Highland Single - ABERLOUR - La Bouteille 70cl;Whisky 16 ans d'âge Highland Single;2606;6948;3,05E+12;;1;169.989300;28.331550;6;649749;8.400000;;;;;;;;;;;
16571;Bonbons Gom'S Saveur - LA PIE QUI CHANTE - Le sachet de 140g;Bonbons Gom'S Saveur;2606;6948;3,05E+12;;1;107.986500;17.997750;6;645200;7.800000;;;;;;;;;;;
16572;Rhum 7ans + verre - HAVANA CLUB - La Bouteille 70cl;Rhum 7ans + verre;1769;6948;3,06E+12;;1;17.266800;4.316700;4;527283;13.000000;;;;;;;;;;;
16573;Cognac VSOP 40° - COURVOISIER - La Bouteille 75cl;Cognac VSOP 40°;1769;6948;3,06E+12;;1;8.816400;2.204100;4;527341;8.800000;;;;;;;;;;;
16574;VS Cognac 40° - COURVOISIER - La Bouteille 75cl;VS Cognac 40°;1769;6948;3,06E+12;;1;19.326000;4.831500;4;527267;13.000000;;;;;;;;;;;
16575;Eau aromatisée citron - VOLVIC - Les 6 bouteilles de 50cl;Eau aromatisée citron;1816;6948;3,06E+12;;1;37.647000;6.274500;6;769588;1.200000;;;;;;;;;;;
