RAYON;Famille;nom_categorie;upc;reference;gencod;Unite par carton;prix_unite;prix_final;weight;profondeur;Hauteur;Longueur;Largeur;NB carton/palette;Nb de cartons par couche;Nb de couche par palette;DLV Theorique;DLV Garantie;BF;BIO;nom;Conditionnement;marque;etat
PRODUITS FRAIS;SAURISSERIE;SAUMON & TRUITE FUME;49314000;957100;3258563490135;5;2.3683;11.8417;0.938;0.010368;12;36;24;180;12;15;21;16;BF; ;Truite Fumée d'Aquitaine;La plaque-traiteur 120g;LES DELICES DE BELLE FRANCE;1
PRODUITS FRAIS;SAURISSERIE;SAUMON & TRUITE FUME;49314630;590323;3321431025019;10;3.0988;30.9885;1.715;0.005704;8;31;23;120;12;10;18;14;NAT;BIO;Pétales de Saumon BIO;La sachet 150g;KRISTEN;1
PRODUITS FRAIS;SAURISSERIE;SAUMON & TRUITE FUME;49314710;851287;3033610076551;5;4.5809;22.9045;0.835;0.00832;8;40;26;162;9;18;21;17;NAT; ;Saumon Fumé Sensation Gourmande Classique;Le blister 100g;LABEYRIE;1
PRODUITS FRAIS;SAURISSERIE;SAUMON & TRUITE FUME;49314720;851303;3033610076575;5;4.5809;22.9045;0.835;0.00832;8;40;26;162;9;18;21;17;NAT; ;Saumon Fumé Sensation Gourmande Graines croquantes;Le blister 100g;LABEYRIE;1
PRODUITS FRAIS;SAURISSERIE;HARENGS - POISSONS FUMES;49317000;937284;3760036822041;6;1.4094;8.4565;1.8;0.00595;14;25;17;144;18;8;70;40;1P; ; ; ; ;1
PRODUITS FRAIS;SAURISSERIE;HARENGS - POISSONS FUMES;49317140;519108;3164060730547;6;1.5567;9.3407;2;0.007192;8;31;29;96;8;12;23;18;NAT; ;Dés de Hareng Fondant à la Crème;La barquette 300g;SIMON;1
PRODUITS FRAIS;SAURISSERIE;HARENGS - POISSONS FUMES;49317220;915041;3258561490397;6;1.2104;7.2629;1.67;0.003872;8;22;22;225;15;15;30;22;BF; ; ; ; ;1
PRODUITS FRAIS;SAURISSERIE;HARENGS - POISSONS FUMES;49317230;915165;3164060005096;4;1.8346;7.3387;0.68;0.0032;10;20;16;144;12;12;21;16;NAT; ;Filets de maquereaux fumés au poivre;Le blister 170g;SIMON DUTRIAUX;1
PRODUITS FRAIS;SAURISSERIE;HARENGS - POISSONS FUMES;49317240;519124;3164060730943;6;0.6831;4.0988;1.2;0.007192;8;31;29;96;8;12;23;15;NAT; ;Filets de Hareng doux Fumés au bois de hêtre;L'étui 100g;SIMON;1
PRODUITS FRAIS;SAURISSERIE;HARENGS - POISSONS FUMES;49317300;916601;3258561490366;6;1.0757;6.4545;2.4;0.00462;21;20;11;315;45;7;27;21;BF; ;Filets de Harengs fumés doux;La barquette 200g;BELLE FRANCE;1
PRODUITS FRAIS;SAURISSERIE;HARENGS - POISSONS FUMES;49317310;916627;3258561490380;6;1.0757;6.4545;2.4;0.00462;21;20;11;189;27;7;27;21;BF; ;Filets de Harengs fumés naturel;La barquette 200g;BELLE FRANCE;1
PRODUITS FRAIS;POISSON FRAIS;-;49400020;521963;3306080007654;6;2.2009;13.2059;1.2;0.00891;10;33;27;100;10;10;8;7;NAT; ;Crevettes cuites réfrigérées;La barquette 200g;FREGALINE;1
PRODUITS FRAIS;SAURISSERIE;CREVETTES - ECREVISSES;49400100;937185;3760036820733;6;1.2094;7.2566;0.8;0.00364;10;26;14;192;24;8;14;11;NAT; ; ; ; ;1
PRODUITS FRAIS;SAURISSERIE;CREVETTES - ECREVISSES;49400110;937201;3760036820825;6;1.722;10.3323;0.65;0.004368;12;26;14;80;10;8;14;11;NAT; ;Crevettes jumbo décortiquées;La barquette 90g;DELICEMER;1
PRODUITS FRAIS;SAURISSERIE;CREVETTES - ECREVISSES;49400180;871608;3760036820726;6;2.8409;17.0458;1.15;0.00325;13;25;10;240;24;10;12;10;NAT; ;Gambas & crevettes tropicales;L'étui 110g;DELICEMER;1
PRODUITS FRAIS;SAURISSERIE;CREVETTES - ECREVISSES;49400230;956706;3336370050459;6;3.6377;21.8267;0.82;0.0144;12;40;30;100;10;10;18;13;NAT; ;Couronne de Crevettes sauce Cocktail;L'étui 130g;DELPIERRE;1
PRODUITS FRAIS;SAURISSERIE;CREVETTES - ECREVISSES;49400240;548024;3336370050473;6;3.6377;21.8267;0.82;0.0144;12;40;30;100;10;10;18;13;NAT; ;Couronne de Crevettes sauce Fines Herbes;L'étui 130g;DELPIERRE;1
PRODUITS FRAIS;SAURISSERIE;CREVETTES - ECREVISSES;49400300;965442;3551610006045;4;2.5146;10.0586;0.7;0.0036;12;15;20;120;12;10;18;14;NAT; ;Crevettes natures décortiquées cuites;Le doypack 100g;L'ASSIETTE BLEUE;1
PRODUITS FRAIS;SAURISSERIE;CREVETTES - ECREVISSES;49400320;524264;3551610004393;4;2.9651;11.8606;0.42;0.0036;12;15;20;120;12;10;18;14;NAT;BIO;Crevettes Nature BIO Décortiquées cuites;Le sachet 100g;L'ASSIETTE BLEUE;1
ENTRETIEN;SAVONS DE MENAGE;-;50110500;700484;3700593603578;24;0.5357;12.8585;9.85;0.01265;22;25;23;75;15;5;0;0;NAT; ;Le Pur Savon de Marseille;La pièce 400g;PERSAVON;1
PARFUMERIE;SOIN & HYGIENE DU CORPS;LES SAVONNETTES;50110510;700500;3700593603585;12;0.981;11.7722;9;0.008835;19;31;15;102;17;6;0;0;NAT; ; ; ; ;#N/A
PARFUMERIE;SOIN & HYGIENE DU CORPS;LES SAVONNETTES;50110520;700526;3700593603608;20;0.8883;17.7678;1.8;0.00052;4;13;10;60;12;5;0;0;NAT; ; ; ; ;1
PARFUMERIE;SOIN & HYGIENE DU CORPS;LES SAVONNETTES;50110530;700583;3700593603554;10;1.102;11.0207;0.8;0.001428;17;14;6;85;17;5;0;0;NAT; ; ; ; ;1
PARFUMERIE;SOIN & HYGIENE DU CORPS;LES SAVONNETTES;50110800;700401;3700593600171;12;0.9526;11.4312;9;0.008835;19;31;15;102;17;6;0;0;NAT; ; ; ; ;1
PARFUMERIE;SOIN & HYGIENE DU CORPS;LES SAVONNETTES;50111050;538702;3549620005028;12;1.1525;13.8311;1.2;0.00374;10;22;17;156;12;13;0;0;NAT; ;Savonnettes extra douces Verveine citron;Le lot 2 pains x 100g;LE PETIT OLIVIER;1
PARFUMERIE;SOIN & HYGIENE DU CORPS;LES SAVONNETTES;50111060;538686;3549620005035;12;1.1525;13.8311;1.2;0.00374;10;22;17;156;12;13;0;0;NAT; ;Savonnettes extra douces Fleur d'oranger;Le lot 2 pains x 100g;LE PETIT OLIVIER;1
PARFUMERIE;SOIN & HYGIENE DU CORPS;LES SAVONNETTES;50111070;538660;3549620005509;12;1.221;14.6521;3;0.003465;11;21;15;232;29;8;0;0;NAT; ;Savon extra doux Lavande;Le pain 250g;LE PETIT OLIVIER;1
PARFUMERIE;SOIN & HYGIENE DU CORPS;LES SAVONS LIQUIDE;50132010;700542;3251248047327;24;0.7052;16.9258;1;0.01071;18;35;17;72;12;6;0;0;NAT; ;Recharge savon petit marseillais olive;250ml;Le petit marseillais;1
PARFUMERIE;SOIN & HYGIENE DU CORPS;LES SAVONS LIQUIDE;50132020;700567;3251248047624;12;1.341;16.0921;4.42;0.008381;17;29;17;112;16;7;0;0;NAT; ; ; ; ;#N/A
PARFUMERIE;SOIN & HYGIENE DU CORPS;LES SAVONS LIQUIDE;50132100;700609;3574661349701;12;1.0504;12.6059;4.42;0.00918;17;30;18;75;15;5;0;0;NAT; ; ; ; ;1
PARFUMERIE;SOIN & HYGIENE DU CORPS;LES SAVONS LIQUIDE;50132110;700625;3574661349800;24;0.5168;12.4038;6.85;0.0156;20;39;20;72;12;6;0;0;NAT; ;Recharge savon petit marseillais lait;250ml;Le petit marseillais;1
PARFUMERIE;SOIN & HYGIENE DU CORPS;LES SAVONS LIQUIDE;50132120;700641;3251248047662;12;1.4304;17.1657;4.42;0.0135;25;30;18;112;16;7;0;0;NAT; ; ; ; ;1
PARFUMERIE;SOIN & HYGIENE DU CORPS;LES SAVONS LIQUIDE;50132680;811943;3178040633179;12;0.8905;10.686;4.2;0.00855;18;25;19;95;19;5;0;0;NAT; ; ; ; ;#N/A
PARFUMERIE;SOIN & HYGIENE DU CORPS;LES SAVONS LIQUIDE;50132690;811968;3178040648456;12;0.3884;4.6609;3.2;0.006783;19;17;21;182;26;7;0;0;NAT; ;Recharge savon douceur pure;250ml;Le Chat;1
PARFUMERIE;SOIN & HYGIENE DU CORPS;LES SAVONS LIQUIDE;50132700;811984;3178040656253;12;0.8905;10.686;4.2;0.00855;18;19;25;95;19;5;0;0;NAT; ; ; ; ;1
PARFUMERIE;SOIN & HYGIENE DU CORPS;LES SAVONS LIQUIDE;50132710;812008;3178040656246;12;0.3884;4.6609;3.2;0.00714;20;17;21;182;26;7;0;0;NAT; ; ; ; ;1
PARFUMERIE;SOIN & HYGIENE DU CORPS;LES SAVONS LIQUIDE;50132790;542209;3549620006056;12;1.5189;18.2268;3.6;0.008568;17;28;18;136;17;8;0;0;NAT; ;Pur savon liquide de Marseille Parfum Verveine citron;Le flacon 300ml;LE PETIT OLIVIER;1
ENTRETIEN;PRODUITS SOLS & MEUBLES;-;50132800;812024;3700593600027;12;1.0452;12.5427;13.2;0.02912;32;35;26;45;9;5;0;0;NAT; ; ; ; ;1
PARFUMERIE;SOIN & HYGIENE DES FEMMES;LES SOINS DES MAINS & DES ONGLES;50132910;767962;3450601026393;6;1.2936;7.7618;1.8;0.005;20;25;10;264;33;8;0;0;NAT; ;Crème lavante mains Amande douce BIO;Le flacon pompe 300ml;L'ARBRE VERT;1
PARFUMERIE;SOIN & HYGIENE DES FEMMES;LES SOINS DES MAINS & DES ONGLES;50133010;812081;3450601026430;6;1.1241;6.745;1.8;0.05148;20;26;99;216;36;6;0;0;NAT; ;Crème lavante mains Amande douce BIO;La recharge 300ml;L'ARBRE VERT;1
PARFUMERIE;SOIN & HYGIENE DU CORPS;LES SAVONS LIQUIDE;50136500;814004;8003520023322;6;0.9947;5.9682;2;0.009;15;30;20;96;16;6;0;0;NAT; ; ; ; ;1
PARFUMERIE;SOIN & HYGIENE DU CORPS;LES SAVONS LIQUIDE;50136520;814020;3015810589284;24;0.5347;12.8333;6.8;0.008932;14;29;22;84;14;6;0;0;NAT; ; ; ; ;1
PARFUMERIE;SOIN & HYGIENE DU CORPS;LES SAVONS LIQUIDE;50136530;814046;8003520013040;12;1.122;13.4648;4.27;0.00855;15;30;19;96;16;6;0;0;NAT; ; ; ; ;1
ENTRETIEN;LESSIVES;-;50223600;702589;3346029992474;14;1.2789;17.9047;9.6;0.027968;32;38;23;72;12;6;0;0;NAT; ;Lessive en poudre;La boîte 450g;GENIE SANS FROTTER;1
ENTRETIEN;LESSIVES;-;50230520;704122;3178041306508;14;1.0052;14.0732;3.286;0.0114;19;40;15;105;15;7;0;0;NAT; ;Lessive poudre Xtra total;350g;X-tra;#N/A
ENTRETIEN;LESSIVES;-;50230530;704148;3178041307031;4;3.2388;12.9554;8.348;0.019;20;38;25;72;9;8;0;0;NAT; ;Lessive en poudre;La boîte 1,375kg;X.TRA TOTAL;1
ENTRETIEN;LESSIVES;-;50230640;703249;3178041306720;4;8.485;33.94;10.4;0.02405;26;37;25;54;9;6;0;0;NAT; ;Lessive en poudre L'Expert Bicarbonate;La boîte 2,6kg;LE CHAT;1
ENTRETIEN;LESSIVES;-;50230670;703025;3178041312257;4;6.904;27.616;6.72;0.011856;16;39;19;84;12;7;0;0;NAT; ;Lessive en Tablette L'Expert Bicarbonate;La boîte 1,89 kg;LE CHAT;1
ENTRETIEN;LESSIVES;-;50230680;703082;3178040651227;4;3.6409;14.5637;5.219;0.0084;14;15;40;144;16;9;0;0;NAT; ; ; ; ;1
ENTRETIEN;LESSIVES;-;50230950;703843;8712561335119;14;1.2041;16.8584;11.08;0.02088;20;36;29;64;8;8;0;0;NAT; ;Lessive en poudre persil au savon de Marseille;581g;Persil;#N/A
ENTRETIEN;LESSIVES;-;50231020;524702;8710908477645;6;2.822;16.9321;10.608;0.02223;30;39;19;60;12;5;0;0;NAT; ; ; ; ;#N/A
ENTRETIEN;LESSIVES;-;50231070;701649;8712561335195;14;1.7515;24.5213;11.6;0.02088;20;36;29;64;8;8;0;0;NAT; ;Lessive en poudre Active Clean;La boîte 490g;SKIP;#N/A
ENTRETIEN;LESSIVES;-;50231100;701565;8712561336277;3;6.0335;18.1005;11.38;0.027702;27;38;27;60;10;6;0;0;NAT; ;Lessive en poudre Active Clean;La boîte 1,89 kg;SKIP;1
ENTRETIEN;LESSIVES;-;50231700;728709;4015600975418;8;4.464;35.7126;6.944;0.01425;19;30;25;96;12;8;0;0;NAT; ; ; ; ;1
ENTRETIEN;LESSIVES;-;50231710;728725;8001090282422;4;6.4145;25.6581;6.55;0.017784;24;39;19;72;12;6;0;0;NAT; ; ; ; ;#N/A
ENTRETIEN;LESSIVES;-;50231720;728741;4015400871293;4;11.1217;44.487;13.652;0.02668;29;40;23;40;10;4;0;0;NAT; ; ; ; ;#N/A
ENTRETIEN;LESSIVES;-;50231730;728766;8001090282668;4;6.4145;25.6581;6.55;0.017784;24;39;19;96;12;8;0;0;NAT; ; ; ; ;#N/A
ENTRETIEN;LESSIVES;-;50234700;703884;8710585753902;3;2.7672;8.3018;15;0.06156;27;24;95;48;12;4;0;0;1P; ; ; ; ;#N/A
ENTRETIEN;LESSIVES;-;50234710;503326;8015194517243;6;3.8977;23.3866;7.2;0.013248;16;36;23;80;10;8;0;0;NAT; ;Lessive en Poudre Savon de Marseille;La boîte 1,210kg;CHANTECLAIR;1
ENTRETIEN;LESSIVES;-;50235020;717785;3179630011971;16;0.8189;13.1027;15.6;0.027968;32;38;23;48;8;6;0;0;1P; ; ; ; ;#N/A
ENTRETIEN;LAVAGES DELICATS;-;50330200;704783;3178040673304;8;2.0104;16.0837;2.55;0.01368;18;38;20;80;16;5;0;0;NAT; ; ; ; ;1
ENTRETIEN;LAVAGES DELICATS;-;50330500;704882;3178044043165;12;2.3704;28.4454;10.235;0.0195;25;39;20;72;12;6;0;0;NAT; ;Lessive liquide Laine & Delicats;Le bidon 750ml;MIR;#N/A
ENTRETIEN;LAVAGES DELICATS;-;50330600;704585;3178041317641;12;2.3704;28.4454;10.191;0.0195;25;39;20;72;12;6;0;0;NAT; ;Lessive liquide Raviveur de Noir;Le flacon 750ml;MIR BLACK;1
ENTRETIEN;LAVAGES DELICATS;-;50330610;704601;3178041317658;8;4.1493;33.1947;13.593;0.03393;30;39;29;48;8;6;0;0;NAT; ;Lessive liquide Raviveur de Noir;Le bidon 1,5 litre;MIR BLACK;1
ENTRETIEN;LAVAGES DELICATS;-;50330620;748004;3178041303903;8;4.1493;33.1947;12;0.035264;32;38;29;48;8;6;0;0;NAT; ;Lessive liquide Raviveur de Blancheur;Le bidon 1,5 litre;MIR WHITE;1
ENTRETIEN;LAVAGES DELICATS;-;50338200;704700;3178040673113;8;1.701;13.608;3.374;0.0114;19;15;40;128;16;8;0;0;NAT; ;Lessive poudre avec détachant & agent protecteur de couleurs;La boîte 360g;MIR COULEURS;1
ENTRETIEN;LAVAGES DELICATS;-;50338230;704841;3178041303880;8;4.1493;33.1947;13.593;0.03393;30;39;29;48;8;6;0;0;NAT; ;Lessive liquide Raviveur de Couleurs;Le bidon 1,5 litre;MIR COULEURS;1
ENTRETIEN;LAVAGES DELICATS;-;50339030;704825;3178041306423;8;4.1493;33.1947;13.178;0.03276;28;39;30;48;8;6;0;0;NAT; ;Lessive liquide Laine & Délicats;Le bidon 1,5 litre;MIR LAINE;#N/A
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50340020;715045;3178041332194;4;4.9082;19.633;8;0.023104;32;38;19;60;12;5;0;0;NAT; ;Lessive liquide Fraîcheur+;Le bidon 2,2 litres;XTRA TOTAL;1
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50340030;715060;3178041332293;4;4.9082;19.633;8;0.023104;32;38;19;60;12;5;0;0;NAT; ;Lessive liquide Clasique;Le bidon 2,2 litres;XTRA TOTAL;1
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50340040;715383;3178041334891;6;3.1525;18.9152;7.5;0.00294;30;7;14;65;13;5;0;0;NAT; ;Lessive liquide;Le bidon 1,25 litre;X-TRA TOTAL +;1
ENTRETIEN;LESSIVES;LESSIVES CAPSULES;50340080;742247;3178041336833;6;5.3124;31.8748;5.106;0.02349;29;30;27;60;12;5;0;0;NAT; ;Lessive en capsules Détachant Actif;La boîte 660g;X-TRA TOTAL DUO CAPS;#N/A
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50340100;703405;4009175941312;5;3.202;16.01;7.5;0.014326;29;13;38;85;17;5;0;0;1P; ;Lessive Liquide Peaux Sensibles;Le bidon 1,5 litres;RAINETT ZERO%;1
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50340120;703462;5411511541039;6;1.4546;8.7281;12;0.0224;32;28;25;60;12;5;0;0;1P; ; ; ; ;1
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50340150;704403;4009175927217;5;3.844;19.2204;9.9;0.02322;30;43;18;60;15;4;0;0;NAT; ;Lessive liquide concentrée Ecolabel Aloé Véra;L'écopack 1,98 litre;RAINETT;1
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50340160;702621;4009175927200;5;3.844;19.2204;9.9;0.02322;30;43;18;60;15;4;0;0;NAT; ;Lessive liquide concentrée Ecolabel Savon de Marseille;L'écopack 1,98 litre;RAINETT;1
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50340170;702548;4009175927682;5;3.844;19.2204;9.9;0.02322;30;43;18;60;15;4;0;0;NAT; ;Lessive liquide concentrée Ecolabel Bicarbonate;L'écopack 1,98 litre;RAINETT;1
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50340220;714709;3178041332323;4;6.245;24.9803;8.6;0.02166;30;38;19;60;12;5;0;0;NAT; ;Lessive liquide Bora Bora Energisant;Le bidon 2,15 litres;SUPER CROIX;#N/A
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50340230;715425;3178041335751;3;4.3967;13.1901;7.5;0.00315;30;7;15;125;25;5;0;0;NAT; ;Lessive Liquide Energisant Bora Bora;Le bidon 1,25 litre;SUPER CROIX;1
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50340300;714907;3178041334433;4;5.5366;22.1467;6.4;0.016926;31;39;14;80;16;5;0;0;NAT; ;Lessive liquide bébé;Le bidon 1,6 litres;LE CHAT;1
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50340310;714568;3178041331814;4;7.0387;28.1549;8;0.023104;32;38;19;60;12;5;0;0;NAT; ;Lessive liquide au Bicarbonate;Le bidon 2 litres;LE CHAT L'EXPERT;1
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50340320;714642;3178041331098;4;7.0387;28.1549;8;0.023104;32;38;19;60;12;5;0;0;NAT; ;Lessive liquide au lait d'Amande douce & Savon de Marseille;Le bidon 2 litres;LE CHAT SENSITIVE;1
ENTRETIEN;LESSIVES;LESSIVES CAPSULES;50340390;728022;3700992600048;8;4.6809;37.4472;4.72;0.024;15;40;40;66;11;6;0;0;NAT; ;Lessive en capsules Fraîcheur d'Eté;La boîte 590g;MAISON VERTE;1
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50340400;702365;3760216981636;12;1.481;17.772;12;0.02375;25;38;25;45;9;5;0;0;NAT; ;Lessive liquide Mains & Machine Savon de Marseille;Le bidon 1 litre;MAISON NET;1
ENTRETIEN;LESSIVES;LESSIVES CAPSULES;50340410;727768;3178041326162;8;4.8314;38.6514;4.13;0.017043;23;39;19;84;12;7;0;0;NAT; ;Lessive en capsule Bora Bora Energisant;La boîte 500g;SUPER CROIX;1
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50340420;723346;3700992600000;4;5.6208;22.4835;13.9;0.03627;31;39;30;70;14;5;0;0;NAT; ;Lessive liquide concentrée hypoallergénique fraîcheur d'été;Le bidon 2,4 litres;MAISON VERTE;1
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50340430;725184;3700992600031;6;4.0346;24.2076;11.52;0.01768;20;34;26;56;8;7;0;0;NAT; ;Lessive liquide concentrée hypoallergénique fraîcheur d'été;La recharge 1,92 litres;MAISON VERTE;#N/A
ENTRETIEN;LESSIVES;LESSIVES CAPSULES;50340470;747808;3178041329316;8;4.7577;38.062;4.16;0.016146;23;39;18;36;12;3;0;0;NAT; ;Lessive en capsules DUO-Bulles;La boîte 450g;LE CHAT;#N/A
ENTRETIEN;LESSIVES;LESSIVES CAPSULES;50340480;586065;3178041329323;8;4.7577;38.062;4.16;0.016146;23;39;18;36;12;3;0;0;NAT; ;Lessive Duo-Efficacité l'Expert gel détachant + bicarbonate;L'étui 399g;LE CHAT;1
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50340500;700906;3258561500096;6;1.6767;10.0607;12;0.0333;30;37;30;60;12;5;0;0;BF; ;Lessive fraîcheur liquide concentrée;Le bidon 2 litres;BELLE FRANCE;1
ENTRETIEN;LAVAGES DELICATS;-;50340510;701003;7617300723978;12;0.8557;10.2691;9.9;0.0234;25;36;26;60;10;6;0;0;BF; ;Lessive laine;75cl;Belle France;1
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50340520;566505;3258561500126;6;1.7094;10.2565;12;0.0333;30;37;30;60;12;5;0;0;BF; ; ; ; ;1
ENTRETIEN;LESSIVES;LESSIVES CAPSULES BF;50340540;566463;3258561500065;8;2.8988;23.1908;1.96;0.016302;22;39;19;84;12;7;0;0;BF; ;Lessive 2 en 1 Avec agent adoucissant;La boîte 490g;BELLE FRANCE;1
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50340550;701060;3258561500089;4;2.4641;9.8565;13;0.02368;32;37;20;60;10;6;0;0;BF; ;Lessive liquide ultra performante;3L;Belle France;1
ENTRETIEN;LAVAGES DELICATS;-;50340600;714667;3178041336659;3;4.1419;12.4259;3.15;0.01035;30;23;15;125;25;5;0;0;NAT; ;Lessive Fini le Tri 2 en 1;Le bidon 1,05 litre;MIR COULEURS;1
ENTRETIEN;LESSIVES;LESSIVES CAPSULES;50343430;755942;8001090409867;3;8.405;25.215;2.409;0.011988;12;37;27;64;8;8;0;0;NAT; ; ; ; ;1
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50343440;598722;8001090671219;4;5.0145;20.0583;4.4;0.01344;30;28;16;100;20;5;0;0;NAT; ;Lessive liquide PurClean senteur d'été;Le bidon 1,1 litre;ARIEL;1
ENTRETIEN;LESSIVES;LESSIVES CAPSULES;50343640;796144;8001090653260;6;4.8609;29.1654;3.01;0.01521;13;39;30;64;8;8;0;0;NAT; ;"Lessive en capsules ""Perles"" Fleurs de Lotus & Lys";La boîte 482g;DASH 2 EN 1;1
ENTRETIEN;LESSIVES;LESSIVES CAPSULES;50343720;796607;8001090653321;6;4.8609;29.1654;3.01;0.01521;13;39;30;64;8;8;0;0;NAT; ;"Lessive en capsules ""Perles"" Coquelicot & Fleur de Cerisier";La boîte 482g;DASH 2 EN 1;1
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50343750;728063;8001090636225;4;4.264;17.0563;6;0.020026;31;38;17;95;19;5;0;0;NAT; ; ; ; ;1
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50343760;728048;8001090636164;4;4.264;17.0563;6;0.020026;31;38;17;95;19;5;0;0;NAT; ;Lessive liquide Fleurs de Lotus;Le bidon 1,265 litres;DASH 2 EN 1;1
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50343900;702340;8717644137796;10;4.2198;42.1987;11.65;0.027378;26;39;27;48;8;6;0;0;NAT; ;Lessive liquide super concentrée lilas blanc;Le bidon 1 litre;OMO;1
ENTRETIEN;LESSIVES;LESSIVES CAPSULES;50343960;701581;8710447442883;3;5.3419;16.0258;1.315;0.010488;23;24;19;133;19;7;0;0;NAT; ;Lessive Ultimate PowerCapsules Active Clean;Le sachet 405g;SKIP;1
ENTRETIEN;LESSIVES;LESSIVES CAPSULES;50343970;701607;8710447442913;3;5.3419;16.0258;1.215;0.010488;23;24;19;133;19;7;0;0;NAT; ;Lessive Ultimate PowerCapsules Sensitive;Le sachet 405g;SKIP;1
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50343980;748806;8710447432228;6;4.3261;25.9571;7.2;0.018009;27;29;23;78;13;6;0;0;NAT; ; ; ; ;#N/A
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50343990;748822;8710447380079;6;4.3261;25.9571;7.2;0.018009;27;29;23;78;13;6;0;0;NAT; ; ; ; ;1
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50344000;748848;8710447383902;5;6.9355;34.6779;9;0.036366;29;38;33;48;12;4;0;0;NAT; ;Lessive Liquide Active Clean;Le bidon 1,8 litres;SKIP;1
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50344010;749101;8710447384183;5;6.9355;34.6779;8.27;0.018315;33;37;15;60;15;4;0;0;NAT; ;Lessive liquide Fresh Clean;Le lot 2 bidons x 1,8 litre;SKIP;1
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50344020;761080;8712561019187;6;5.3335;32.0011;5.46;0.02015;25;62;13;96;16;6;0;0;NAT; ;Lessive liquide concentrée Ultimate Sensitive Aloé Vera;Le bidon 910ml;SKIP;1
ENTRETIEN;LESSIVES;LESSIVES CAPSULES;50344100;701524;8712561926669;3;5.3335;16.0005;1.315;0.010488;23;24;19;133;19;7;0;0;NAT; ;Lessive Ultimate PowerCapsules Active Clean;Le sachet 405g;SKIP;1
ENTRETIEN;LESSIVES;LESSIVES CAPSULES;50344110;701763;8712561926768;3;5.3335;16.0005;1.215;0.010488;23;24;19;133;19;7;0;0;NAT; ;Lessive Ultimate PowerCapsules Sensitive;Le sachet 405g;SKIP;1
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50344140;747923;8710908474248;5;4.0251;20.1257;7.2;0.018009;27;29;23;78;13;6;0;0;NAT; ; ; ; ;#N/A
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50344160;524884;8710447384824;5;6.5808;32.9042;9;0.023826;33;38;19;48;12;4;0;0;NAT; ;Lessive Liquide Hygiene;Le bidon 1,800 litre;SKIP;#N/A
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50344170;749325;8717163626719;4;7.445;29.7801;7.92;0.01824;32;30;19;64;16;4;0;0;NAT; ;Lessive Liquide Essence de la Nature;Le bidon 1,98 litre;SKIP;1
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50344240;759985;8710908485824;6;4.0651;24.3908;7.38;0.027621;27;93;11;60;12;5;0;0;NAT; ;Lessive liquide concentrée Bouquet de Provence;Le bidon 1,29 litre;PERSIL;1
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50344250;760009;8712561018982;6;5.2851;31.7106;5.46;0.02015;25;62;13;96;16;6;0;0;NAT; ;Lessive liquide concentrée Ultimate Active Clean;Le bidon 910ml;SKIP;1
ENTRETIEN;LESSIVES;LESSIVES LIQUIDES;50344270;760041;8710908485923;6;4.0651;24.3908;10.38;0.027621;27;93;11;60;12;5;0;0;NAT; ;Lessive liquide concentrée Amande douce;Le bidon 1,29 litre;PERSIL;1
ENTRETIEN;LESSIVES;LESSIVES CAPSULES;50344360;525865;8710447443262;3;4.9188;14.7564;1.533;0.010488;23;24;19;133;19;7;0;0;NAT; ;Lessive en capsules Active Clean 2en1;La boîte 433g;SKIP;1
