nom_categorie1;nom_categorie2;nom_categorie3;nom;Conditionnement;marque;BF;BIO;upc;reference;gencod;Unite par carton;prix_unite;prix_final;weight;Hauteur ;Longueur ;Largeur ;profondeur;Nb de cartons par couche;Nb de couche par palette;NB carton/palette;DLV Theorique;DLV Garantie;etat
PRODUITS FRAIS;Charcuterie libre service;Rillettes;Rillettes pur porc;Le pot 220g;BORDEAU CHESNEL;NAT; ;46340120;848184;3024720022422;12;1.5683;18.8196;2.9;8;40;29;0.009;8;18;144;20;15;1
PRODUITS FRAIS;Charcuterie libre service;Rillettes;Rillettes Traditionnelles recette Sarthoise 100% pur canard;Le pot 220g;BAHIER;NAT; ;46340160;823880;3180050227002;6;1.6188;9.7128;1.4;9;39;30;0.011;8;15;120;20;15;1
PRODUITS FRAIS;Charcuterie libre service;Rillettes;Rillettes du Mans sans graisse ajoutée;Le pot 220g;BORDEAU CHESNEL;NAT; ;46340130;596445;3024720022439;6;1.7231;10.3386;1.5;8;37;20;0.006;12;17;204;20;15;1
PRODUITS FRAIS;Charcuterie libre service;Rillettes;Rillettes de Poulet Rôti en cocotte;Le pot 220g + 10% GRATUIT;BORDEAU CHESNEL;NAT; ;46340080;931147;3024720026895;6;1.7799;10.6794;1.6;8;37;20;0.006;12;17;204;20;15;1
PRODUITS FRAIS;Charcuterie libre service;Saucisses knack;4 saucisses de Strasbourg pur porc;Le blister 140g;BELLE FRANCE;BF; ;46310270;929786;3258561462165;12;0.4768;5.7216;1.85;9;40;24;0.009;10;18;180;26;20;1
PRODUITS FRAIS;Charcuterie libre service;Saucisses knack;Knacki de poulet x 4;Le blister 140g;HERTA;NAT; ;46312140;762765;7613035286733;12;0.7084;8.5008;1.7;11;24;19;0.005;10;15;150;21;16;1
PRODUITS FRAIS;Charcuterie libre service;Saucisses knack;6 saucisses de Strasbourg pur porc;Le blister 210g;BELLE FRANCE;BF; ;46310250;929844;3258561462189;12;0.721;8.652;2.7;9;40;24;0.009;10;18;180;26;20;1
PRODUITS FRAIS;Charcuterie libre service;Saucisses knack;4 Knacki fumé réduit en sel;Le blister 140g;HERTA;NAT; ;46311770;577080;7613034927040;12;0.7589;9.1068;1.7;12;23;18;0.005;10;15;150;27;22;1
PRODUITS FRAIS;Charcuterie libre service;Saucisses knack;Saucisses Cocktail Fumées;L'étui 200g;BELLE FRANCE;BF; ;46310280;929703;3258561462134;10;0.7862;7.862;2.2;9;40;24;0.009;10;18;180;27;20;1
PRODUITS FRAIS;Charcuterie libre service;Saucisses knack;Saucisses knack x 10  ;Le blister 350g;ÉCOPRIX;1P; ;46313520;919241;3276230004638;10;0.802;8.02;3.5;10;37;19;0.007;12;15;180;30;22;1
PRODUITS FRAIS;Charcuterie libre service;Saucisses knack;Knacki max x2 ;Le blister 180g;HERTA;NAT; ;46312060;916262;3154230074922;6;0.8747;5.2482;1.2;7;39;23;0.006;10;28;280;21;17;1
PRODUITS FRAIS;Charcuterie libre service;Saucisses knack;6 knacki Original Sel réduit de 25%;Le blister 210g;HERTA;NAT; ;46311780;577064;7613034960382;9;0.9715;8.7435;2.6;13;39;23;0.012;10;12;120;25;20;1
PRODUITS FRAIS;Charcuterie libre service;Saucisses knack;Mini Knacks Pur porc;Le pot 200g;BELLE FRANCE;BF; ;46310240;850362;3258561462233;8;1.0094;8.0752;2;13;40;20;0.01;12;13;156;27;20;1
PRODUITS FRAIS;Charcuterie libre service;Saucisses knack;10 saucisses de Strasbourg pur porc;Le blister 350g;BELLE FRANCE;BF; ;46310290;929729;3258561462202;10;1.0315;10.315;3.8;9;40;24;0.009;10;18;180;24;18;1
PRODUITS FRAIS;Charcuterie libre service;Saucisses knack;10 Knackis pur porc;Le blister 350g;HERTA;NAT; ;46312090;969162;7613034969163;14;1.3515;18.921;2.1;6;39;23;0.005;10;28;280;25;20;1
PRODUITS FRAIS;Charcuterie libre service;Saucisses knack;4 Knacki Gourmande 100% pur porc;L'étui 280g;HERTA;NAT; ;46312170;831461;3154230033431;6;1.3746;8.2476;1.8;11;23;19;0.005;10;15;150;21;16;1
PRODUITS FRAIS;Charcuterie libre service;Saucisses knack;Grillé de knakis;200g;HERTA;NAT;;46312070;916320;7613036976411;6;1.6873;10.1238;1.82;6;40;24;0.006;10;18;180;21;16;1
PRODUITS FRAIS;Charcuterie libre service;Saucisses spécialités région;6 Saucisses La Francfort;Le blister 240g;STOEFFLER;NAT; ;46316070;931667;3235080008654;8;1.4904;11.9232;3.6;13;35;20;0.009;8;10;80;21;14;1
PRODUITS FRAIS;Charcuterie libre service;Saucisses spécialités région;2 saucisses de Montbéliard;Le blister 300g;LES DÉLICES DE BELLE FRANCE;BF; ;46358010;914549;3258563461432;5;1.9062;9.531;1.8;11;29;25;0.008;11;10;110;30;22;1
PRODUITS FRAIS;Charcuterie libre service;Saucisses spécialités région;La Knack d'Alsace;Le blister 260g;STOEFFLER;NAT; ;46316000;931907;3180950007407;6;2.1894;13.1364;2;8;40;30;0.01;8;10;80;21;14;1
PRODUITS FRAIS;Charcuterie libre service;Saucisses spécialités région;Saucisse de Morteau I.G.P;La pièce 350g;LES DÉLICES DE BELLE FRANCE;BF; ;46358000;914507;3258563461418;5;2.4778;12.389;2;16;30;25;0.012;11;10;110;30;22;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons ail;Saucisson à l'ail nature  ;La pièce 400g;ÉCOPRIX;1P; ;46313700;919308;3258565461232;12;0.7936;9.5232;4.8;14;40;30;0.017;10;8;80;27;22;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons ail;Saucisson à l'ail fumé ;La pièce 400g;ÉCOPRIX;1P; ;46313720;919324;3258565461256;12;0.7936;9.5232;4.8;14;40;30;0.017;10;8;80;27;22;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons ail;Saucisson à l'ail fumé supérieur;La pièce 250g;BELLE FRANCE;BF; ;46310400;910406;3258561450988;12;0.8305;9.966;3.3;10;40;20;0.008;12;10;120;30;21;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons ail;Saucisson à l'ail nature supérieur;La pièce 250g;BELLE FRANCE;BF; ;46310420;910422;3258561450964;12;0.8305;9.966;3.3;10;40;20;0.008;12;10;120;30;21;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons ail;Saucisson ail ;La pièce 300g;HERTA;NAT; ;46310670;638007;3154230091677;10;1.5441;15.441;2.5;6;39;23;0.005;10;28;280;25;20;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons et saucisses secs;Saucisson mini nature secs ;Le blister 75 g;BELLE FRANCE;BF; ;46316100;593988;3258561450322;10;0.7389;7.389;1;10;38;29;0.011;8;8;64;50;40;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons et saucisses secs;Saucisson sec pur porc  ;Barquette 200 g;ÉCOPRIX;NAT; ;46228350;923300;3258565461171;10;0.9494;9.494;2.2;13;39;20;0.01;12;12;144;60;40;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons et saucisses secs;Saucisson Fuet d'Olot;La pièce 170g;ESPUNA;NAT; ;46220430;767889;8410060111004;18;1.2325;22.185;3.2;13;40;19;0.01;12;14;168;60;40;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons et saucisses secs;Saucisse sèche droite;La pièce 250g;BELLE FRANCE;BF; ;46228070;920124;3258561450681;15;1.4462;21.693;2.7;13;39;20;0.01;12;11;132;60;45;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons et saucisses secs;Petits Bâtons de Berger;La pièce 75g;JUSTIN BRIDOU;NAT; ;46310680;513622;3449851140850;12;1.4999;17.9988;1;14;38;29;0.015;16;10;160;60;40;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons et saucisses secs;Saucisson le Fuet Recette Catalane;L'étui 170g;JUSTIN BRIDOU;NAT; ;46310700;598920;3449865281709;10;1.5252;15.252;1.8;13;40;20;0.01;12;12;144;40;30;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons et saucisses secs;Mini Bâton de Berger 100% Poulet;L'étui 100g;JUSTIN BRIDOU;NAT; ;46223110;498642;3449850418158;10;1.542;15.42;1.2;9;38;30;0.01;8;10;80;50;40;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons et saucisses secs;10 mini Bâton de Berger nature;L'étui 100g;JUSTIN BRIDOU;NAT; ;46223210;923326;3449865240898;12;1.542;18.504;0.95;10;38;29;0.011;8;8;64;50;35;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons et saucisses secs;Petits Bâtons de Berger nature à picorer;Le sachet 100g;JUSTIN BRIDOU;NAT; ;46314800;844167;3449860415703;12;1.542;18.504;1.2;10;38;29;0.011;8;8;64;50;30;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons et saucisses secs;Saucisson sec pur porc Le Justin;La pièce 200g;JUSTIN BRIDOU;NAT; ;46223130;597062;3449850403826;10;1.601;16.01;2;11;38;29;0.012;8;8;64;50;40;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons et saucisses secs;Saucisson Fuetec Tournebon;Le sachet 170g;EL POZO;NAT; ;46220780;505222;8410843077657;10;1.6988;16.988;1.93;12;39;14;0.007;16;8;128;75;45;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons et saucisses secs;Saucisse sèche;La pièce 300g;BELLE FRANCE;BF; ;46228050;920140;3258561450674;8;1.7315;13.852;2.6;13;39;20;0.01;12;10;120;60;45;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons et saucisses secs;Saucisson sec;La pièce 250g;BELLE FRANCE;BF; ;46228000;920108;3258561450667;10;1.7431;17.431;2.2;13;39;20;0.01;12;10;120;47;36;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons et saucisses secs;Spécialité de Saucisson au Jambon;La pièce 200g;BELLE FRANCE;BF; ;46220390;964783;3258561450704;10;1.8683;18.683;2.3;16;30;20;0.01;8;10;80;70;60;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons et saucisses secs;4 Bâtons de Berger à Croquer;Le sachet 160g;JUSTIN BRIDOU;NAT; ;46223010;833400;3449865267901;10;1.9694;19.694;2.1;12;40;30;0.014;4;16;64;50;40;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons et saucisses secs;Saucisse sèche pur porc d'Auvergne I.G.P;La pièce 300g;LES DÉLICES DE BELLE FRANCE;BF; ;46228100;594143;3258563461142;8;2.1915;17.532;2.65;10;39;26;0.01;9;8;72;55;40;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons et saucisses secs;Saucisson sec I.G.P pur porc d'Auvergne;La pièce 300g;LES DÉLICES DE BELLE FRANCE;BF; ;46228200;940908;3256583461128;8;2.2904;18.3232;2.59;13;39;20;0.01;12;10;120;45;30;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons et saucisses secs;Petits Bâtons de Berger Trio Nature, à la Noix de Jambon et Chorizo;La barquette 160g;JUSTIN BRIDOU;NAT; ;46314780;844126;3449860415734;6;2.3094;13.8564;1.3;15;38;29;0.017;8;10;80;50;30;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons et saucisses secs;Spécialité de saucisson sec;La pièce 200g;SAINT AGAÛNE;NAT; ;46220400;949149;3450160005044;18;2.3588;42.4584;3.6;16;39;29;0.018;8;8;64;45;34;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons et saucisses secs;Saucisse Sèche Courbe Label Rouge;L'étui 225g;MONTAGNE NOIRE;NAT; ;46229870;499087;3339720410385;12;2.4536;29.4432;3.1;11;60;40;0.026;4;15;60;40;30;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons et saucisses secs;Saucisson sec Label Rouge;L'étui 225g;MONTAGNE NOIRE;NAT; ;46222640;957282;3339720411429;12;2.4546;29.4552;3.1;11;60;40;0.026;4;15;60;40;30;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons et saucisses secs;SAUC.NOIX JAMB.190G AOSTE;SAUCISSON NOIX JAMBON;190  AOSTE;NAT;;46314830;854349;3449865304200;12;2.5788;30.9456;2.6;11;38;30;0.013;8;8;64;55;40;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons et saucisses secs;Saucissse pur porc;240g;COCHONOU;NAT; ;46221970;955500;3449865293757;10;2.6746;26.746;2.5;11;38;30;0.013;10;8;80;42;30;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons et saucisses secs;Saucisson sec pur porc bio;200g;BELLE FRANCE;BF;BIO;46228080;581801;3258561450650;10;2.7157;27.157;2;10;39;25;0.01;9;15;135;45;30;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons et saucisses secs;Saucisse La Juste Sèche;La pièce 275g;JUSTIN BRIDOU;NAT; ;46223090;825323;3449865241116;6;2.7778;16.6668;2;11;38;29;0.012;8;15;120;40;30;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons et saucisses secs;Le Bâton de Berger;La pièce 250g;JUSTIN BRIDOU;NAT; ;46223020;825349;3449865293139;6;2.9735;17.841;3;10;38;29;0.011;8;8;64;50;40;1
PRODUITS FRAIS;Charcuterie volaille;Charcuterie hallal;Petite saucisse volaille Halal;La pièce 230g;ISLA DÉLICE;NAT; ;46226340;980326;3512690000125;30;0.5926;17.778;7;15;40;30;0.018;8;10;80;90;75;1
PRODUITS FRAIS;Charcuterie volaille;Charcuterie hallal;Petit Saucis' Halal goût Bœuf;La pièce 230g;ISLA DÉLICE;NAT; ;46226300;980227;3512690000026;30;0.6347;19.041;7;15;40;30;0.018;8;10;80;90;75;1
PRODUITS FRAIS;Charcuterie volaille;Charcuterie hallal;Mortadélice aux olives halal 10 tranches;La barquette 120g;ISLA DÉLICE;NAT; ;46226330;980284;3512690000149;12;0.9052;10.8624;1.44;9;37;29;0.01;8;17;136;32;26;1
PRODUITS FRAIS;Charcuterie volaille;Charcuterie hallal;Saucisses de vol veau halal;La pièce 500g;ISLA DÉLICE;NAT; ;46226310;980243;3512690000033;15;1.1673;17.5095;7;15;40;30;0.018;8;10;80;90;75;1
PRODUITS FRAIS;Charcuterie volaille;Charcuterie hallal;Saucisses Déliss' Original halal (x10);Le paquiet de 350 g;ISLA DÉLICE;NAT; ;46312100;865105;3512690000576;8;1.5136;12.1088;2.2;9;35;21;0.007;11;17;187;22;15;1
PRODUITS FRAIS;Charcuterie volaille;Charcuterie hallal;Bacon de dinde 8 tranches halal;Le blister 120g;ISLA DÉLICE;NAT; ;46224040;970103;3512690000460;12;1.6062;19.2744;1.5;9;36;21;0.007;11;17;187;40;30;1
PRODUITS FRAIS;Charcuterie volaille;Charcuterie hallal;Blanc de poulet halal x 4;Le blister 160g;FLEURY MICHON;NAT; ;46911450;861807;3095750507012;6;1.6715;10.029;1.2;8;39;24;0.007;10;21;210;23;16;1
PRODUITS FRAIS;Charcuterie volaille;Charcuterie hallal;Blanc de dinde halal x 4;Le blister 160g;FLEURY MICHON;NAT; ;46911460;861823;3095750520011;6;1.742;10.452;1.2;8;39;24;0.007;10;21;210;23;16;1
PRODUITS FRAIS;Charcuterie volaille;Charcuterie hallal;Blanc de poulet halal x 4;Le blister 160g;REGHALAL;NAT; ;46911410;980383;3095753234014;6;1.9673;11.8038;1.2;8;39;24;0.007;10;21;210;23;16;1
PRODUITS FRAIS;Charcuterie volaille;Charcuterie hallal;Saucisson sec halal 10 tranches;La barquette 120g;ISLA DÉLICE;NAT; ;46226320;980268;3512690000675;12;2.0041;24.0492;1.85;9;37;29;0.01;10;17;170;28;23;1
PRODUITS FRAIS;Charcuterie volaille;Charcuterie hallal;Filet de Poulet Rôti Halal;La barquette de 180g;FLEURY MICHON;NAT; ;46911360;872549;3095753023014;6;2.3315;13.989;1.3;8;39;24;0.007;10;21;210;21;16;1
PRODUITS FRAIS;Charcuterie volaille;Dinde;Blanc de dinde x 2;Le blister 80g;BELLE FRANCE;BF; ;46910260;765743;3258561464039;10;0.5799;5.799;1;9;36;24;0.008;10;15;150;23;16;1
PRODUITS FRAIS;Charcuterie volaille;Dinde;Blanc de dinde doré x 2;Le blister 80g;FLEURY MICHON;NAT; ;46911280;859926;3095756307012;6;0.9883;5.9298;1.35;8;39;24;0.007;10;21;210;23;16;1
PRODUITS FRAIS;Charcuterie volaille;Dinde;Blanc de dinde;Le blister 160g;BELLE FRANCE;BF; ;46910250;765727;3258561464046;10;1.0241;10.241;1.6;9;36;24;0.008;10;15;150;23;16;1
PRODUITS FRAIS;Charcuterie volaille;Dinde;Rôti de dinde cuit;Le blister 100g;FLEURY MICHON;NAT; ;46911120;930685;3095758931109;6;1.2441;7.4646;0.6;8;39;24;0.007;10;21;210;21;15;1
PRODUITS FRAIS;Charcuterie volaille;Dinde;Blanc de Poulet Sans OGM;Le blister 160g;LE GAULOIS;NAT; ;46911530;565663;3266980881900;6;1.582;9.492;1.2;10;40;30;0.012;8;18;144;22;16;1
PRODUITS FRAIS;Charcuterie volaille;Dinde;Blanc de Dinde doré au four -25% de Sel;Le blister 160g;FLEURY MICHON;NAT; ;46911340;543140;3095753235011;6;1.8452;11.0712;1;8;39;24;0.007;10;21;210;21;16;1
PRODUITS FRAIS;Charcuterie volaille;Poulet;Blanc de poulet x 2 ;La barquette 80g;BELLE FRANCE;BF; ;46910230;765685;3258561464114;10;0.5041;5.041;1;9;36;24;0.008;10;15;150;23;16;1
PRODUITS FRAIS;Charcuterie volaille;Poulet;Blanc de poulet;Le blister 160g;BELLE FRANCE;BF; ;46910240;765701;3258561464121;10;0.8799;8.799;1.5;9;36;24;0.008;10;15;150;23;16;1
PRODUITS FRAIS;Charcuterie volaille;Poulet;Blanc de poulet doré au four;Le blister 80g;FLEURY MICHON;NAT; ;46911020;761908;3095756192014;12;0.9136;10.9632;1.3;8;39;23;0.007;10;21;210;21;16;1
PRODUITS FRAIS;Charcuterie volaille;Poulet;Poulet Qualité supérieure -25% de sel;Le blister 160g;BELLE FRANCE;BF; ;46910210;769943;3258561464152;8;0.9915;7.932;1.5;9;40;24;0.009;10;18;180;20;16;1
PRODUITS FRAIS;Charcuterie volaille;Poulet;Blanc de poulet sel réduit;Le blister 80g;FLEURY MICHON;NAT; ;46911200;935684;3095757047108;6;1.0041;6.0246;0.6;7;39;23;0.006;10;21;210;21;16;1
PRODUITS FRAIS;Charcuterie volaille;Poulet;Emincé de Poulet;Le pack 2 x 75g;BELLE FRANCE;BF; ;46910220;770008;3258561464190;6;1.2041;7.2246;1.2;9;40;24;0.009;10;18;180;22;18;1
PRODUITS FRAIS;Charcuterie volaille;Poulet;Rôti de poulet 100% filet;Le blister 160g;BELLE FRANCE;BF; ;46911580;501627;3258561464107;6;1.3168;7.9008;1.2;9;39;30;0.011;8;15;120;22;17;1
PRODUITS FRAIS;Charcuterie volaille;Poulet;Blanc de Poulet aux Fines Herbes;Le blister 120g;FLEURY MICHON;NAT; ;46911160;935221;3095758391101;6;1.3546;8.1276;1.5;8;39;24;0.007;10;21;210;23;16;1
PRODUITS FRAIS;Charcuterie volaille;Poulet;Blanc de Poulet Rôti à la Broche;Le blister 120g;FLEURY MICHON;NAT; ;46911110;761767;3095756196012;12;1.3841;16.6092;1.9;11;39;24;0.01;10;14;140;21;16;1
PRODUITS FRAIS;Charcuterie volaille;Poulet;Blanc de Poulet 100% filet Alimentation Sans OGM;Le blister 160g;LE GAULOIS;NAT; ;46911540;565689;3266980881870;6;1.5746;9.4476;1.2;10;40;30;0.012;8;18;144;22;16;1
PRODUITS FRAIS;Charcuterie volaille;Poulet;Filet de poulet braisé x 4;Le blister 120g;FLEURY MICHON;NAT; ;46911240;862482;3095753005010;6;1.5799;9.4794;1;8;39;24;0.007;10;21;210;22;18;1
PRODUITS FRAIS;Charcuterie volaille;Poulet;Filet de poulet rôti;Le blister 120g;FLEURY MICHON;NAT; ;46911230;980060;3095758863011;6;1.6031;9.6186;1;8;39;24;0.007;10;21;210;22;18;1
PRODUITS FRAIS;Charcuterie volaille;Poulet;Blanc de Poulet Nature sans nitrite;Le blister 120g;HERTA;NAT; ;46911130;917641;7613036635837;6;1.6631;9.9786;1;6;40;24;0.006;10;18;180;18;15;1
PRODUITS FRAIS;Charcuterie volaille;Poulet;Blanc de Poulet -25% de sel;Le blister 160g;FLEURY MICHON;NAT; ;46910970;834283;3095757697105;6;1.7231;10.3386;1;8;39;24;0.007;10;21;210;21;16;1
PRODUITS FRAIS;Charcuterie volaille;Poulet;Blanc de Dinde Conservation Sans Nitrite;Le blister 120g;HERTA;NAT; ;46911050;930784;7613036622578;6;1.8167;10.9002;1;6;40;24;0.006;10;18;180;18;15;1
PRODUITS FRAIS;Charcuterie volaille;Poulet;Filet de Poulet Rôti au four coupé aux couteaux;Le blister 110g;LE GAULOIS;NAT; ;46911430;547182;3266980133337;6;1.8999;11.3994;0.7;10;40;30;0.012;8;18;144;28;21;1
PRODUITS FRAIS;Charcuterie volaille;Poulet;Tranches de blanc de poulet x4;160g;FLEURY MICHON;NAT; ;46911220;973420;3095756311019;6;1.9115;11.469;1.08;7;39;23;0.006;10;21;210;21;16;1
PRODUITS FRAIS;Charcuterie volaille;Poulet;Blancs de poulet a la broche ss nitrite;Le blister 120g - 4 tranches;HERTA;NAT; ;46911090;930768;7613036635806;6;1.9673;11.8038;1;6;40;24;0.006;10;18;180;18;15;1
PRODUITS FRAIS;Charcuterie volaille;Poulet;Rôti de Poulet Cuit -25% de Sel;Le blister 160g;FLEURY MICHON;NAT; ;46911180;935262;3095756334018;6;1.9736;11.8416;1.1;8;39;24;0.007;10;21;210;22;18;1
PRODUITS FRAIS;Charcuterie volaille;Poulet;Le Blanc de poulet -25% de sel;Le Blanc de poulet -25% de sel - Barquette de 80g;FLEURY MICHON;NAT;BIO;46911440;843201;3095759497017;6;2.2241;13.3446;0.7;8;39;24;0.007;10;21;210;21;16;1
PRODUITS FRAIS;Charcuterie volaille;Spécialités volaille;Saucisses de volaille x 6 ;La barquette 210 g;BELLE FRANCE;BF; ;46310260;946822;3258561462219;10;0.6357;6.357;2.3;10;40;20;0.008;12;10;120;30;23;1
PRODUITS FRAIS;Charcuterie volaille;Spécialités volaille;6 Saucisses Knacki 100% Poulet;Le blister 210g;HERTA;NAT; ;46312150;850966;7613035287167;9;0.9578;8.6202;1.18;11;23;19;0.005;10;15;150;21;16;1
PRODUITS FRAIS;Charcuterie volaille;Spécialités volaille;10 Saucisses Knacki 100% Poulet;Le blister 350g;HERTA;NAT; ;46312160;850941;7613035289291;14;1.3946;19.5244;5;16;39;22;0.014;10;10;100;21;16;1
PRODUITS FRAIS;Compote fruit;-;Purée de fruits Pomme nature sans sucres ajoutés;Le pack 4 pots x 100g;BELLE FRANCE;BF; ;44800550;946921;3258561202211;6;0.4705;2.823;2.68;5;39;26;0.005;9;22;198;180;90;1
PRODUITS FRAIS;Compote fruit;-;Pots de compote pomme banane x4;4x100g;BELLE FRANCE;BF; ;44800510;946848;3258561202136;6;0.5063;3.0378;2.68;5;39;26;0.005;9;22;198;180;90;1
PRODUITS FRAIS;Compote fruit;-;Dessert de fruits pomme pêche  ;Le pack 4 x 100g;BELLE FRANCE;BF; ;44800330;835108;3258561202150;6;0.5115;3.069;2.7;5;39;27;0.005;9;22;198;240;90;1
PRODUITS FRAIS;Compote fruit;-;Pots de compote pomme fraise x4;4x100g;BELLE FRANCE;BF; ;44800520;946863;3258561202112;6;0.5115;3.069;2.68;5;39;26;0.005;9;22;198;180;90;1
PRODUITS FRAIS;Compote fruit;-;Pots de compote pomme poire x4;4x100g;BELLE FRANCE;BF; ;44800540;946905;3258561202198;6;0.5115;3.069;2.68;5;39;26;0.005;9;22;198;180;90;1
PRODUITS FRAIS;Compote fruit;-;Purée de fruits Pomme Poire sans sucre ajoutés;Le pack 4 pots x 100g;BELLE FRANCE;BF; ;44800340;835082;3258561202235;6;0.5168;3.1008;2.7;5;39;27;0.005;9;22;198;240;90;1
PRODUITS FRAIS;Compote fruit;-;Dessert fruité Pomme Abricot;Le pack 4 pots x 100g;BELLE FRANCE;BF; ;44800530;946889;3258561202174;6;0.5168;3.1008;2.68;5;39;26;0.005;9;22;198;180;90;1
PRODUITS FRAIS;Compote fruit;-;Pots de compote pomme pruneau sans sucres ajoutés x4;4x100g;BELLE FRANCE;BF; ;44800570;970525;3258561202259;6;0.6126;3.6756;2.67;6;39;26;0.006;9;22;198;240;90;1
PRODUITS FRAIS;Compote fruit;-;Dessert fruitier Pomme Nature;Le pack 4 pots x 100g;ANDROS;NAT; ;44801110;928705;3045320000412;12;0.7789;9.3468;4.8;10;40;27;0.011;9;16;144;45;30;1
PRODUITS FRAIS;Compote fruit;-;Dessert fruitier sans sucres ajoutés pomme/mangue;Le pack 4 pots x 100g;ANDROS;NAT; ;44800300;938605;3608580787242;6;0.8126;4.8756;5.322;10;40;27;0.011;9;16;144;50;35;1
PRODUITS FRAIS;Compote fruit;-;Compote pomme coing ;Le pack 4 x 100g;ANDROS;NAT; ;44800160;944306;3045320096279;12;0.8305;9.966;4.8;10;40;27;0.011;9;16;144;50;35;1
PRODUITS FRAIS;Compote fruit;-;Compote pomme cassis;Le pack 4 x 100g;ANDROS;NAT; ;44801000;938126;3045320008821;12;0.8368;10.0416;4.8;10;40;27;0.011;9;16;144;50;35;1
PRODUITS FRAIS;Compote fruit;-;Dessert fruitier pomme nature allégée en sucres;Le pack 4 pots x 100g;ANDROS;NAT; ;44800220;938043;3045320014082;12;0.8547;10.2564;4.8;10;41;27;0.011;9;16;144;50;35;1
PRODUITS FRAIS;Compote fruit;-;Dessert fruitier sans sucres ajoutés pomme/abricot;Le pack 4 pots x 100g;ANDROS;NAT; ;44801100;541904;3608580787266;6;0.8568;5.1408;2.672;6;40;27;0.006;9;32;288;40;28;1
PRODUITS FRAIS;Compote fruit;-;Pots de compotes pomme rhubarbe x4;4x100g;ANDROS;NAT; ;44801020;938142;3045320074864;12;0.8589;10.3068;4.8;10;40;27;0.011;9;16;144;50;35;1
PRODUITS FRAIS;Compote fruit;-;Dessert fruitier sans sucres ajoutés pomme/poire;Le pack 4 pots x 100g;ANDROS;NAT; ;44800310;942441;3608580787235;6;0.8599;5.1594;4.8;10;40;27;0.011;9;16;144;50;35;1
PRODUITS FRAIS;Compote fruit;-;Dessert fruitier pomme/banane;Le pack 4 pots x 100g;ANDROS;NAT; ;44800200;938027;3608580006664;12;0.8747;10.4964;4.8;10;41;27;0.011;9;16;144;50;35;1
PRODUITS FRAIS;Compote fruit;-;Desserts de fruits pomme nature;Le pack 8 pots x 100g;BELLE FRANCE;BF; ;44800500;925941;3258561202099;6;0.8999;5.3994;5.3;10;39;26;0.01;9;13;117;180;90;1
PRODUITS FRAIS;Compote fruit;-;Dessert fruitier pomme/abricot;Le pack 4 pots x 100g;ANDROS;NAT; ;44801050;938209;3608580006640;12;0.9031;10.8372;4.8;10;41;27;0.011;9;16;144;50;35;1
PRODUITS FRAIS;Compote fruit;-;Dessert fruitier pomme/fraise;Le pack 4 pots x 100g;ANDROS;NAT; ;44800140;938183;3608580006671;12;0.9136;10.9632;4.8;10;40;27;0.011;9;16;144;50;35;1
PRODUITS FRAIS;Compote fruit;-;Dessert fruitier pomme/poire;Le pack 4 pots x 100g;ANDROS;NAT; ;44800240;938068;3608580006657;12;0.9199;11.0388;4.8;10;41;27;0.011;9;16;144;50;25;1
PRODUITS FRAIS;Compote fruit;-;Purée de pommes sans sucres ajoutés Le Réflexe BIO;Le pack 4 pots x 100g;BELLE FRANCE;BF;BIO;44800580;946947;3258561202310;6;0.981;5.886;2.52;7;27;40;0.008;9;22;198;240;90;1
PRODUITS FRAIS;Compote fruit;-;Pots de compotes pomme framboise x4;4x100g;ANDROS;NAT; ;44801060;938225;3045320077445;12;1.0136;12.1632;4.8;10;39;27;0.011;9;16;144;50;35;1
